"Date","AliveFromIntranet","AliveFromInternet","Title","Status","isPwnd","Server","X-Generator","Message"
"2025/06/02@18:35:04","True","True","Accueil - armement.defense.gouv.fr","200","False",,"Drupal 10 (https://www.drupal.org)","OK"
